0,1,2,0
-0.11926174,0.6471325,-0.005747279,0
-0.3521657,-1.5043099,0.00055757165,1
-1.1719381,-1.3898417,-0.008744273,1
0.29133654,0.08702636,0.0021147914,1
-0.22345662,0.7892672,-0.0077423863,0
-0.6508316,-0.1424849,-0.0045629423,0
-0.00036275387,-1.5594393,0.004202388,0
0.085811496,-1.5793815,0.0052512884,1
0.03896022,0.43129838,-0.00271767,0
-0.018913507,0.51024544,-0.0038258284,0
0.24023104,0.15674043,0.0011362322,0
-0.15054369,0.68980515,-0.006346263,0
-0.15054369,0.68980515,-0.006346263,0
0.19219005,0.22227418,0.00021634996,0
0.73428416,-0.33759487,0.008455232,0
1.4588989,-0.8506523,0.016663048,1
0.12844169,0.30923486,-0.0010042936,0
-0.2925384,0.8835031,-0.009065155,0
-0.019990087,0.51171386,-0.0038464405,0
-0.21938026,0.7837063,-0.007664334,0
0.30989623,0.06170857,0.002470171,0
0.0037425756,0.4793396,-0.0033920128,0
0.094578385,-0.7552424,0.006308142,1
-0.42885864,1.0694607,-0.011675395,0
-1.0360388,-1.4089057,-0.006953396,1
-0.69145596,-0.11469519,-0.0051335692,0
-0.16399372,0.7081524,-0.0066038016,0
0.19386137,0.2199943,0.00024835207,0
-0.05158186,0.554809,-0.0044513587,0
0.10616231,0.33962655,-0.001430897,0
0.54743594,-1.658858,0.009992339,1
-0.9294907,-1.4201015,-0.0057648458,1
-0.15328372,0.6935426,-0.006398728,0
0.084221005,0.36955714,-0.0018510241,1
-0.4834808,-1.483707,-0.0008614585,1
-0.23517156,0.80524766,-0.007966705,0
0.7372131,-0.33863842,0.008476127,0
0.02347529,0.4524219,-0.0030141752,0
0.063158154,0.39828944,-0.0022543315,1
0.025045872,0.45027924,-0.002984101,1
-0.12056613,0.64891183,-0.005772257,0
-0.017760873,0.50867283,-0.003803758,1
0.0059537888,0.47632325,-0.003349673,1
-0.103791,0.6260284,-0.005451048,1
-1.6234909,-1.3702371,-0.013669509,1
-0.08128607,0.59532917,-0.0050201286,1
0.8760746,-1.208572,0.015945336,1
0.0021961927,0.481449,-0.0034216214,0
-0.58148324,-0.21684825,-0.00338687,0
0.0016747713,0.48216033,-0.003431607,0
0.122077465,0.3179164,-0.0011261553,0
0.3369249,0.02483821,0.0029877108,1
0.35956156,-0.0060409307,0.0034211539,1
-0.69751775,-1.4511452,-0.0031982455,1
0.21859193,0.1862588,0.0007218905,1
0.08335066,0.37074447,-0.0018676892,0
0.14199436,0.29074728,-0.00074478984,0
0.53665257,-0.1694715,0.005880572,1
0.33624506,0.025765538,0.0029746927,1
-0.076336384,0.58857715,-0.0049253535,1
-0.18650234,0.7388569,-0.0070347935,0
-0.7671319,-1.4477404,-0.0039061718,1
